default,student,balance,income
No,No,549.3990417563,48424.4043821238
Yes,Yes,1102.434982099,17391.779646823
No,Yes,1228.3387959345,18129.6940624009
No,Yes,974.0143848705,20108.1035841497
No,No,263.6560617638,50782.8322029761
No,No,847.0691473694,35581.2901156659
No,No,835.1918091136,39977.1314704097
No,No,757.9077111979,37088.8395732868
No,Yes,1013.6657657202,13821.0900819589
No,Yes,643.5770009177,28765.910525223
No,Yes,757.2727634979,18876.0891573188
No,No,1248.2789429176,41100.6261742015
No,No,699.2858501862,41475.9820952634
No,No,697.6663825645,35402.2679567815
No,No,899.0968928244,39630.6387900137
No,No,674.2046296202,46481.9526798699
No,No,902.9239585605,33778.4032313443
No,No,1591.7558058869,46259.6599752908
No,No,484.2173586397,30178.5752399951
No,No,751.6872865552,51327.3172739106
No,No,604.1949471163,38292.7690977453
No,No,640.6334698922,46075.4150579683
No,Yes,782.4451651341,23447.2133813526
No,No,1026.9551967352,40307.0110217945
No,Yes,862.9022538345,16157.8665298407
No,Yes,780.5121258249,14813.3415822723
No,No,481.8620282699,32928.2390042737
No,Yes,1579.9900322302,13274.7315023903
No,No,514.8490253012,37656.8478724252
No,No,2087.6787408505,44997.3643500816
No,Yes,973.5147102119,20770.4840331544
No,No,528.8724968953,45235.4971935422
No,No,1131.4124336246,37663.2268693235
No,No,955.3433705484,40368.5978855312
No,No,759.0322604537,45774.3835405276
No,No,1023.8524137153,31492.9983652979
No,No,1096.0777557835,30374.8347206174
No,No,829.3296907099,48734.1661690429
No,No,792.3568717045,39911.4272279602
No,Yes,733.8470899363,16400.1283445279
No,No,553.5194362084,45385.3113268622
No,Yes,822.9595949202,8918.7025390466
No,No,493.9599904499,34621.7576420746
No,No,88.2540567052,43927.315885611
No,No,0,45077.5745780792
No,Yes,1096.6921358303,20856.5876398187
No,No,191.6110705503,35119.5813835898
No,No,447.9581611827,54044.8231061654
No,No,1149.6891878858,39974.5630184873
No,Yes,463.3000047236,16416.6127293146
No,No,1347.6355951433,58953.0926684651
No,Yes,0,16979.8930728145
No,Yes,365.222955835,15375.1517219432
No,No,289.6815694429,45991.0443210763
No,No,578.2906565721,48044.3844904488
No,No,1186.9327290594,51742.5764367357
No,No,426.0072837549,50874.5651795002
No,No,1115.7387769395,48125.6467552087
No,Yes,932.6958141909,18743.3137407493
No,Yes,1048.4875962578,22935.5954509348
No,No,768.3729470153,44405.3087453
No,No,785.4947084357,50683.1541835067
No,Yes,865.2058660686,22081.5816392531
No,No,950.3412747816,64396.1653447148
No,No,787.0429349128,46266.9414512335
No,No,982.839988771,32419.665047656
No,No,1175.3895771871,35339.556671872
No,Yes,887.284872181,13132.901347241
No,No,801.9944369471,46439.0035534273
No,No,1096.2467332204,42685.1072902999
No,No,628.8553315664,40490.4260532201
No,Yes,567.7225809135,14892.3244451469
No,Yes,843.0087866303,22037.4704117827
No,Yes,1217.3098751669,10520.0430746812
No,No,1186.7779511813,38581.9278558539
No,No,439.0438931077,40148.108054317
No,Yes,778.9993533135,10489.5735268384
No,Yes,742.549323469,24505.0193460592
No,Yes,763.3376238262,15849.8639600086
No,No,408.1160299936,39388.3175611827
No,No,1071.2583543645,36869.0525759518
No,No,52.9180891784,30506.358853652
No,Yes,1140.4543629296,18991.886035461
No,No,1162.2992273248,47513.124771207
No,Yes,1528.4943700732,22664.3493517211
No,No,991.9611672125,49910.0968835837
No,No,592.4323213806,32283.2641204669
No,No,848.3276082338,30472.7179252633
No,No,309.517982127,35293.1935706219
No,Yes,425.8446453768,15324.758004218
No,Yes,1268.486113511,19862.0444216306
No,Yes,898.6319507532,15293.8740494594
No,No,399.4431279791,45360.9322533118
No,Yes,850.3864062387,6389.0705694488
No,No,92.9000889701,43955.8813664077
No,No,854.0233345649,32107.3083419182
No,No,0,29721.3418700634
No,No,1094.8128330167,32936.0586617393
No,No,1231.3518943234,29867.8764736882
No,No,0,38228.2601678094
No,No,830.0460941607,51847.1229335732
No,No,1267.0014444477,32752.1937409219
No,No,1623.6902719519,36747.9039783266
No,No,302.7190177109,45260.3977308049
No,Yes,1016.8254781403,18703.5552303283
No,No,1421.2047638536,47423.7917724389
No,No,479.6771517802,40995.0362099409
No,Yes,925.8969166672,12384.2042299631
No,Yes,1192.7021593955,21597.7516651387
No,No,1649.9170302362,36091.3847479288
No,No,752.0562947014,49741.4315184812
No,No,845.6073099921,31633.0872543091
No,No,445.6618979012,46816.105113725
No,No,1459.0449663579,49753.8049162963
No,Yes,988.6416095842,22085.4508197692
No,No,903.4591316067,33640.0996762864
No,No,1163.0839040813,45488.7505586529
No,No,1217.2105274913,33865.050577167
No,Yes,740.2286772267,23469.3875040857
No,No,1259.4505241731,28881.7252478321
No,No,501.3916859565,42856.1899982353
No,No,808.6118885765,48650.4338778726
No,No,413.8882716169,53142.0239048614
No,Yes,666.4982301694,11951.8987902488
No,Yes,412.1607883365,17679.5217697791
No,Yes,372.6524955327,22308.0412831276
No,No,1235.0766543147,48687.5571560364
No,No,853.2462215899,41581.195336223
No,No,1911.6685167283,52802.0888231585
No,No,357.9694607289,57012.5508813006
No,Yes,698.1579816674,19582.8161575693
No,No,918.4610912205,32468.4507371825
Yes,No,1741.9149154325,35067.4251226861
No,No,577.4934766894,39015.4168357708
No,Yes,1415.681994443,21856.3209297024
No,Yes,1524.4868334155,15845.8712481288
No,Yes,1171.4414012862,19213.385726928
No,Yes,396.8014840792,26061.7642503507
No,No,1053.4054946737,52921.8537919159
No,No,1207.040624867,42171.9889675781
No,No,662.7032549586,48652.1699429375
No,No,517.2285076188,40248.5860722947
No,No,938.8460042611,40914.2282285304
Yes,No,1823.6365592236,44260.1563740071
No,No,638.7219871695,48085.707914938
No,Yes,282.2487063172,19809.0986748885
No,Yes,1429.6093276134,14827.8945358154
No,Yes,672.35816324,24495.0376192773
No,No,752.4667639108,39896.1093744995
No,No,471.3461269899,30337.1411809513
No,No,270.5857588724,44958.6312672761
Yes,No,2075.3278924012,43817.4994165192
No,No,96.8038990504,31371.7260760776
No,Yes,568.2949509725,13286.3504957018
No,Yes,990.8805619302,21164.6639904912
No,No,284.5609721365,45542.1738019605
No,No,983.8373407671,28980.1020215873
No,No,924.4373405224,40987.4861505338
No,No,857.1531968691,31252.6513536423
No,No,195.0223351861,44222.9787399682
No,No,1046.0089959993,45573.3837714878
No,Yes,933.350405093,15557.6325634422
No,No,0,43646.9117171667
No,No,691.8920904913,32512.195389798
No,Yes,1097.9696212585,16275.6836356714
No,No,0,45374.9971794388
No,Yes,402.9091630479,22752.3269494562
No,No,1230.9031608653,44303.1979964794
No,No,959.4820389376,31357.4463317624
No,No,630.2291255367,46713.6304386072
No,Yes,1353.4930298696,16727.6637244271
No,Yes,603.5751900276,15477.3538789755
No,No,830.2500906349,35377.8570634333
No,No,858.1799645373,30892.7357962171
No,No,380.1735083084,37395.718934378
No,Yes,1005.8117331008,12112.6574158034
No,No,1027.8253071193,33089.4672946505
No,No,456.003327034,29898.0050635925
No,No,1043.097830175,30516.2627004716
No,No,586.9688853829,50317.6528901077
No,No,419.7290517216,37444.5360607249
No,Yes,597.1123801904,12660.8145668556
No,No,342.9573695976,43688.5348603431
No,No,728.2789548401,30028.180114333
No,Yes,513.8367631859,9879.1152208673
No,No,1.9766916566,51672.3606746991
No,No,1355.6412195956,36671.6598743079
No,Yes,319.2626761322,24881.3856596421
No,No,1719.1692407312,57866.0587647857
No,Yes,1191.0855736739,20895.408187878
No,No,947.7959041328,45284.2059483097
No,No,949.0387135286,47760.4001660739
No,Yes,219.7286194734,18401.9824159211
No,Yes,645.3388268928,20122.2022949879
No,Yes,856.5644805097,23199.9770243004
No,Yes,912.8325372652,19467.9793084482
No,Yes,774.3476912738,15147.4050875774
No,Yes,1376.3400222926,17101.4277855388
No,No,699.6803861083,50267.8498703097
No,Yes,903.4586502086,17254.9607045282
No,Yes,1150.5471857873,23705.9534246888
No,No,751.3387370321,42736.4281010473
No,No,751.3922404876,29875.0468943881
No,No,425.986919626,39772.7524115106
No,No,507.2462936877,46106.2333111186
No,No,865.6970037669,33541.0463795618
No,Yes,1265.5273769845,14672.2561827333
No,No,564.4113064903,39643.536293479
No,No,621.0412192898,50804.6753093259
No,No,415.2887519203,35790.1308927711
No,Yes,1169.4204443596,19879.2481698692
No,No,685.636883982,49260.6253734599
No,No,781.9190193783,54925.5077888557
No,No,651.374329491,44648.6964111729
No,No,490.2510328486,49222.4913819642
No,No,976.289542388,35909.438285819
No,No,1476.8381231555,41154.8817495442
No,No,752.9482338877,62329.1213278647
No,No,511.6059069782,29914.1762585761
No,Yes,1384.3721317795,21059.6048699065
No,Yes,1031.6704462058,22440.6219784314
No,Yes,1491.5074926675,23636.1648057493
No,No,672.236354138,46336.0582746324
No,Yes,644.4135639816,23319.6491325713
No,Yes,0,17648.3555520933
No,No,919.8126372137,44316.3583269836
No,No,1249.8727935649,50418.0445177431
No,No,539.8053161314,35924.6100061739
No,No,1162.1132601582,49255.1443250688
No,No,944.4502978621,47463.3335845437
No,No,0,29675.0403940132
No,Yes,1440.5287949045,20882.0173151698
No,Yes,1558.4719187428,17470.4766997472
No,No,854.1406226605,52239.8002409183
No,No,468.549457486,53273.9190207264
No,No,902.4974098532,56947.863738876
No,No,897.2856085025,66547.9153478775
No,Yes,422.1894101332,14366.5690535026
No,No,194.5759668142,44543.7810045915
No,Yes,487.5114038073,17713.5886677689
No,No,1558.8604674365,42112.3133015424
No,No,630.0289508454,43547.5421743949
No,No,1056.6546297151,30711.8612088361
No,No,1712.470036983,40395.3463717659
No,No,25.6029427285,35464.2479757401
No,No,1384.8505712834,40131.4938945229
No,No,961.3657089673,42619.0777329367
No,No,229.214973978,68145.1337293181
No,No,778.7915649925,53219.5273540955
No,No,653.436222212,41440.9285587421
No,No,1084.4575635668,33080.9653776216
No,Yes,869.6677558182,20285.2517778161
No,No,416.8611817717,39672.5172956473
No,No,250.8352448988,58139.0215907988
No,No,0,48411.0768955359
No,Yes,481.5883754025,19623.4605356064
No,Yes,1506.9115125956,23375.6459315861
No,No,1100.0089313346,34358.0746761477
No,No,220.6667528122,64467.7333980933
No,Yes,789.2835877759,20370.1737142088
No,No,41.3591758437,47351.8335386886
No,No,382.9626972429,43645.9477878306
No,No,567.9170514098,28875.5218052449
No,No,244.5090864146,33751.2450670081
No,Yes,815.3415650342,26064.3656179441
No,No,529.0726812741,43914.6714302252
No,No,736.4185576717,48660.1510831738
No,Yes,0,17744.9299653708
No,Yes,1260.3411651914,11696.677762784
No,Yes,708.2135530286,12092.3144674758
No,Yes,99.9976112315,4376.8103373281
No,No,1143.308180057,48630.0338419905
No,Yes,892.3838609041,17841.5226997873
No,No,1250.0472445382,50883.7144156979
No,No,415.6553667395,43389.6607477004
No,Yes,1058.8673842311,16059.8327513806
No,No,857.6996646136,43162.6736510032
No,No,1429.7672050063,37255.911102443
No,Yes,322.2668570384,19231.9390865947
No,No,572.1867296269,35926.3762376315
No,Yes,1742.8869379672,20344.428006051
No,No,325.2675938102,39431.5354092195
No,No,1091.4185508801,43091.1568580348
No,No,1252.4095293228,53237.103541455
No,No,607.4312695347,34541.3020043844
No,No,1026.7027066998,33915.0488366579
No,Yes,590.5662325549,9143.3964326977
No,Yes,1218.1703464705,18918.3771488751
No,No,260.6188019359,42125.1486747
No,Yes,1498.0705912161,13274.6305622079
No,No,909.9468757835,53430.8954262706
No,Yes,1167.1105827252,18676.569773133
No,No,923.6855830863,38403.0106218174
No,Yes,1275.1970778934,15793.9091712164
No,No,682.9880121585,41679.7597909339
No,Yes,1815.8892940181,15490.0282669227
No,No,698.2917247297,43876.1618752754
No,No,189.1298582265,28827.2130879046
No,No,1418.7028402821,35619.966731296
No,No,670.4225823342,53666.1923387936
No,No,206.0163451658,38550.3766690572
No,No,1616.9621254114,47504.664497325
No,No,591.0368362573,30834.7117877026
No,No,1294.9032336795,52338.2214607824
No,Yes,1259.372812612,22361.0547379156
No,Yes,1313.3526704788,17437.6158261673
No,Yes,769.4791217238,27515.5709281393
No,Yes,571.5771218001,15325.0791014608
No,No,756.0879107656,49163.2233042613
No,No,183.4286922158,39020.2288570725
No,No,1054.8055891285,52290.3406700021
No,No,1386.2077260789,44536.4873031943
No,No,596.187984922,45929.4491787607
No,Yes,1029.9169747807,16691.8032876491
No,No,417.5384553744,31730.866601925
No,No,1218.4213907309,40449.3117121187
No,No,210.7807881311,46326.7611216619
Yes,No,1178.1588583173,44437.2021385296
No,No,997.6251136927,30670.9471528594
No,No,637.9021809663,48425.7226516901
No,No,0,54245.1197952075
No,No,350.0518519782,48411.9866835366
No,No,1517.9189583689,49400.1708378773
No,No,190.6411053208,31463.4199838288
No,No,971.5836736434,41278.4190266194
No,Yes,925.3906781521,16427.5710095756
No,No,1637.8399215568,34107.080564485
No,No,255.1170309757,55980.074042527
No,No,1201.0165477298,41585.8320478656
No,No,1075.5701114884,51370.2097044905
No,No,438.4202406313,29899.8221569397
No,Yes,1246.4371783918,15756.7182461179
No,Yes,1655.1128600313,17269.7989092957
No,No,1063.8168015954,38457.2492873684
No,No,1626.5637985969,43592.8405019296
No,No,409.4040199958,48746.4343503696
No,No,1018.6730177264,38421.8109111405
No,Yes,1090.891882387,20421.9577177004
No,No,324.8854139676,36555.3997483081
No,Yes,1085.1529658593,20054.8984973707
No,Yes,869.7720610464,18724.4036763584
No,Yes,608.8406483043,24523.8540972795
No,Yes,1042.9725645414,9595.5875706102
No,Yes,1276.667761933,19073.1085231485
No,No,928.094090319,55894.6620242872
No,No,1592.763903918,35084.0931718366
No,No,0,39653.9232059936
No,No,340.9997980198,48058.3831830102
No,No,81.5318651256,40847.8113111642
Yes,Yes,2145.6076741002,23516.1913448152
No,No,654.4160097587,47244.7041815369
No,Yes,1155.7805770946,15146.8964638526
No,No,1745.3135284348,49090.1285571159
No,No,534.7848919197,46138.4317949854
No,No,584.8374116733,39553.1714989784
No,No,1365.5568508597,38511.3198025482
No,Yes,946.3671497917,12532.6575241334
No,No,263.1902950095,34112.4719691253
No,Yes,1090.9250594398,18935.8182197473
No,No,835.1899280062,44678.8317508059
No,No,1265.5359857606,35133.2172929742
No,No,357.5066215489,66404.6831116793
No,Yes,564.0054409056,16502.3373713175
No,No,817.9277097308,59431.8391841725
No,No,1366.2786210181,41192.462650331
No,No,836.3431371284,34559.1584045926
No,Yes,780.2279181435,25228.7107258463
No,No,995.8773192357,52860.5849428525
No,No,554.344586281,31028.9241956699
No,No,1204.5788413005,39583.1205263355
No,No,1053.3758785391,39612.6719417459
No,No,821.4988469665,39318.4893922058
No,Yes,470.912347175,24074.3646500836
No,Yes,1534.8537346148,21678.3509653313
No,No,1177.9768667691,50811.7594557063
No,Yes,1151.8995166112,15097.5123322887
No,Yes,906.4390691033,24662.2907204924
No,Yes,1513.542436697,13246.3752793563
No,No,740.8851865608,34196.067455362
No,No,1176.4145117071,57318.7019687111
No,No,208.2950790526,37295.8019809341
No,Yes,375.3063048179,19342.158087761
No,Yes,953.1305453137,18057.7864868779
No,No,280.9559003271,37690.0334766458
No,No,399.129471558,38004.1049833837
No,No,1229.8581216683,58399.4966673188
No,No,1740.8641065956,46458.6061241292
No,Yes,795.1395535434,24606.1542900494
No,No,584.8167761461,47449.6242381957
No,No,1140.7482092077,39017.0776173997
No,No,1202.3167221475,49914.5220391356
No,Yes,476.7204658485,10516.8697175559
No,No,1059.8722705941,38698.6727333414
No,No,1367.1086056711,36427.4297417666
No,Yes,1604.777659268,23999.760339155
No,Yes,1055.6825371552,25109.5084708156
No,No,367.6116871806,44046.0175141989
No,Yes,0,18032.0737811624
No,No,543.8057414256,31512.6105904963
No,No,192.6274629345,38042.0183883803
No,No,1184.8399530536,34527.6867960494
No,Yes,1510.7772329186,19491.6940654638
No,No,801.6399094198,37441.7921162931
No,No,631.0308357621,44525.8899911047
No,No,279.1168757285,30144.4325045929
No,No,674.0325618559,54832.6657286731
No,Yes,957.6302042133,15018.9136483864
No,No,274.4242206308,31292.6274526086
No,No,1044.4498966868,43374.0041002429
No,No,319.8076069997,45202.6354001605
No,Yes,429.2224629975,19442.0290889131
No,No,835.5850236303,41032.3713069298
No,No,2.7889203488,54838.8055107672
No,Yes,867.4416447565,16396.6823596118
No,Yes,271.7309256524,14215.0928835875
No,No,404.1946521222,41668.419578518
No,No,730.6335592721,42300.1468678425
No,No,0,56610.2364993919
No,No,1046.1685590142,46078.9823084735
No,No,514.8717738285,50339.1917982163
No,Yes,1181.5860089088,22142.0521488123
No,No,0,45235.2908693099
No,No,272.2199277729,47757.8244082396
No,No,1175.1255261274,33284.2060671339
No,No,812.8896264408,48563.7997585162
No,No,571.0415012742,40389.4463334741
No,Yes,1041.1473512967,12488.7319281208
No,No,334.0194949111,40916.0332464492
No,No,1402.6011940559,37273.593072847
No,No,1569.8703239927,55938.7662199414
No,Yes,1035.9661070392,30531.6131073667
No,No,1376.1132406848,63073.4451350521
No,Yes,668.6422289578,20240.9549635787
No,No,0,36249.1749894424
No,No,1112.6556837135,35159.2154610084
No,No,641.5503677046,45574.4995780144
Yes,Yes,2125.7922020982,19539.1486085893
No,Yes,814.354102788,17973.5091609266
No,Yes,1753.5981440414,21130.9185850811
No,No,284.3956974033,60840.8098445297
No,Yes,1300.889693441,14156.6456712982
No,No,1237.8433913825,31880.1755862105
No,No,563.4665953508,31151.1870860483
No,Yes,6.7278697354,21695.7027559026
No,No,661.5281862401,58519.8597929747
No,No,630.7148445932,53546.5706034489
No,No,721.141686063,40458.9542078904
No,Yes,360.0091601651,18487.4332542325
No,No,751.0309852422,45581.7188592217
No,No,572.4682971281,52797.4293765822
No,Yes,242.4629887621,23413.3595887971
No,No,199.4547895886,57455.2101645723
No,Yes,1184.7250343839,19797.7701544466
No,Yes,604.7587401811,19369.3492279276
No,No,384.3310693683,34232.0692319686
No,No,328.7781476453,48626.356737746
No,No,271.0598661109,30465.3075728577
No,Yes,145.002121469,19927.0920983813
No,Yes,344.1541116243,20439.6881075385
No,Yes,1002.4192496938,17797.3437053801
No,Yes,1004.8443234512,20249.2074251626
No,No,483.415851611,53873.5126536571
No,No,1034.6011623992,41252.7283291139
No,Yes,854.6262002435,16322.7225871478
No,No,796.8367296775,29397.884089772
No,No,535.6968565177,55828.0817743105
No,Yes,1070.6392611502,14833.0291829764
No,No,0,30524.7560124986
Yes,No,1114.8321809341,39776.9989569363
No,Yes,793.2480915854,24314.682390475
No,Yes,1004.2736464027,17069.5235700115
No,Yes,1112.7011890787,20901.2137448942
No,No,298.7751393745,33255.838852479
No,Yes,969.3971625153,17686.5619959655
No,No,1075.118345695,47566.7840330557
No,Yes,0,16451.9423947393
No,Yes,44.6555662288,26346.8119312976
No,Yes,1000.740585868,14689.4946797589
Yes,Yes,2086.5361645015,17893.7213718312
No,No,697.0468593821,38743.0931764454
No,No,1240.6642503436,30938.537452736
No,Yes,726.7641456856,16079.6367519751
No,No,633.5041871719,40571.7665185333
No,Yes,386.1564320138,22527.647218635
No,No,0,34701.1959628584
No,No,808.5935854302,41222.3516738451
No,No,1384.3924536174,35499.526931748
No,No,713.0675439667,44413.7513911328
No,No,294.8446533493,41591.7799629843
No,No,208.0077061631,42399.5295644159
No,No,220.4493278816,33213.3249240332
No,No,773.1726910388,49308.1648913188
No,No,1248.4770583849,37204.0735235058
No,No,634.1866102993,32255.989236893
No,No,678.1868936559,55542.9696290547
No,Yes,1297.2650427955,16864.4348878162
No,No,0,38870.4967984093
No,No,196.5155619796,44226.6317697564
No,No,619.5592065444,33476.6678580755
No,No,438.6250849146,41454.7212837096
No,No,676.0988600694,38571.4137503099
No,No,589.9141460298,49945.3890058123
No,No,1210.4161220172,45113.1625230447
No,Yes,390.3564738291,9114.2752894638
No,No,1505.7071669307,35786.3271594838
No,No,490.0559753626,35895.3539099007
No,No,123.2860681184,47467.9589538027
No,No,563.2864112244,51720.911526537
No,No,409.1603681056,45055.8974731354
No,Yes,781.6803962502,21342.4787054192
No,No,509.1560110773,47444.1514545912
No,No,1056.6624843644,39255.763309381
No,No,394.9902144365,41574.8335065642
No,Yes,1592.0046465442,19982.2900564444
No,No,0,49250.4641066052
No,No,1276.4032775743,52215.1340325795
Yes,No,2413.3194489237,38540.5727051179
No,No,210.1232593929,58413.1036704192
Yes,No,2187.2248463119,42205.1230478132
No,No,1159.8419447099,43385.0190429097
No,No,1339.6031773316,46442.3537684526
No,Yes,793.3474509487,11495.3931419745
No,Yes,163.503391346,17545.7266406611
No,No,867.6294827474,43091.9359878415
No,Yes,1231.0258041957,13363.9780519247
No,No,312.4154886866,47118.9994332504
No,Yes,758.4480112416,20936.0686445542
No,Yes,1035.8234677855,13959.4204534083
No,No,763.7352796128,44125.7187251985
No,Yes,728.5435561439,12475.4607349102
No,No,1066.2965578945,42247.7785501089
No,No,338.7252717425,37017.1014891509
No,No,264.942490599,39317.5739109735
No,No,1167.3256809004,43337.1300586773
No,No,553.7428861761,39653.9830884822
No,No,485.7928416955,38281.3147946812
No,No,485.9448148405,46447.4052764736
No,No,690.4383030788,66807.9362979989
Yes,No,1588.5262055793,38014.5688450189
No,No,460.4301907927,56002.2231998379
No,No,275.6602149882,31259.9781998673
No,No,336.9071195584,41907.7161462936
No,No,307.693118993,42220.853917674
No,Yes,1431.0776944669,20576.7799488487
No,Yes,787.6182494149,11928.555234286
No,Yes,1660.4040132468,18861.1546603918
No,No,0,41482.7016300727
No,No,1744.9358027779,43978.1123466617
No,Yes,758.3096627413,12662.1260038181
No,No,1173.4624660937,48396.5048279567
No,No,1335.5414177291,53354.8492094829
No,Yes,1434.8491640145,17459.0312731554
No,No,591.0666660184,43869.3158967986
No,No,862.7765105382,49444.7846508243
No,Yes,1233.2500106408,16076.854261266
No,Yes,911.7867777011,20928.3924409517
No,No,0,43066.267558787
No,No,286.9281839978,50618.7226076452
No,No,811.7924884616,36874.6186267191
No,Yes,1856.6055955731,17845.3368472939
No,No,607.8379922367,33737.1754916676
Yes,Yes,2182.348953748,22037.8596945121
No,Yes,1406.5676710753,23050.8882693756
No,Yes,662.0906031248,16310.7945058364
No,No,777.0162482392,52797.9390479479
No,No,0,47236.9737748412
No,Yes,769.7114995906,11262.6385471944
No,No,970.1847021152,38784.4591549757
No,No,537.926697482,45615.1956649841
No,No,768.1548836499,39701.9349136446
No,No,902.5572890658,32765.3881295506
No,No,442.8275798104,42004.1967261282
No,No,100.8668443776,31389.4585657072
No,Yes,904.0563158125,23188.7151417704
No,No,1001.3317445844,47640.7370028943
Yes,No,1631.6156172079,38906.956406913
No,No,790.740517947,45900.2973580157
No,No,1097.3930939903,46807.0816795955
No,No,0,37598.8627860684
No,Yes,1262.8353847314,12406.9989476438
No,No,738.1929285677,54491.1426665823
No,No,655.2677483691,28642.5825660655
No,No,0,32944.9958224265
No,No,570.9308875655,46840.7212579065
No,No,1056.4436619612,31268.7370023024
No,No,1522.8551547184,35805.2559666713
No,No,977.3215555335,35296.2814099745
No,No,743.5650135747,28893.876006198
No,No,352.0332779168,38259.224093326
No,No,318.2094608078,48975.3674286855
No,Yes,674.8509392331,15798.1345957042
No,No,268.954349522,55892.7271050541
No,Yes,1023.2054785287,17694.9655968053
No,No,718.1569168201,42172.0052137546
No,No,843.2908051629,41692.4222129256
No,No,866.7297850176,36452.7221234765
No,No,449.9493219992,38987.0248623351
No,No,459.101423002,45043.6664005583
No,Yes,760.2195299265,17657.9855125586
No,No,1317.5129865723,49285.5454683772
No,Yes,561.7818670723,18470.2826118409
No,Yes,176.5338345917,15175.5860363194
No,Yes,1059.2363405682,12601.4712132607
No,No,20.9645038465,62862.7518268173
No,No,528.9424634596,42134.2706302658
No,No,1561.5335301653,54594.8467076871
No,No,963.722811166,47605.7685862013
No,Yes,1227.36527335,12128.1481729045
No,No,1209.377358572,35071.3166163516
No,Yes,671.1758687676,17564.9547548174
No,No,275.6246466949,35761.3165021919
No,No,776.1888729587,34140.9803931269
No,Yes,699.3031150312,19789.5306648714
No,Yes,606.125134637,16957.6487635412
No,Yes,1231.2129230388,20000.062545376
Yes,No,1408.4380846025,48012.9135707117
No,No,338.495470669,34332.8432410069
No,No,1316.4218102989,45806.9015129082
No,No,1046.1820449404,48752.1317619521
No,Yes,904.6842550099,17281.1191657024
No,No,1281.5206480373,37665.2939400411
No,No,0,46597.4950794085
No,Yes,501.1116447119,22393.2730800367
No,No,1085.9501502621,36532.718758
No,No,351.945107393,48726.0476710277
Yes,No,1803.1702590052,36192.6302248573
No,No,666.6223490382,44931.9397555623
No,No,154.703583999,33162.1932088175
No,No,360.0891791781,44448.9158031897
No,No,105.4410038386,35291.4633497544
No,Yes,1232.422468514,24093.2964372921
No,Yes,1113.3269644084,14579.6569774387
No,Yes,699.6980374432,22590.6679750258
No,Yes,1001.7856834088,24771.726937438
No,Yes,1217.2269466318,16449.9989993373
No,No,1156.9339983405,45325.3409651328
No,Yes,1637.4507138022,18766.8551780145
No,No,824.2414325819,53320.2829354298
No,No,662.3428971801,49885.0191183303
No,No,617.6407641606,37604.9335638557
No,No,271.4519111862,34863.1041958902
No,Yes,688.1812417213,18755.9532326181
No,No,797.7091655674,39677.6972051307
No,No,464.4043310849,53215.931577276
No,Yes,976.202217528,23191.7707041583
No,No,1430.7661470936,45672.5199668785
No,Yes,1208.144482401,17721.2936623594
No,No,0,41960.174498434
No,Yes,402.3587994573,15256.4841845409
No,Yes,824.5143779102,15309.2762101205
No,Yes,1060.8788236948,11041.3314995672
No,No,310.4959193278,47427.3290910962
No,No,691.418498586,40232.6566576251
No,No,23.1522666944,42016.8990932486
No,Yes,913.2761575643,20446.2030006723
No,No,970.8164382164,35835.3550804302
No,No,1148.447537609,39662.1224082796
No,No,1638.687046462,38441.1580318724
No,Yes,0,19134.4447504644
No,Yes,1448.9502072617,28273.8353885733
No,Yes,1286.83975635,17464.9935281955
No,No,762.0735995886,48268.5913873023
No,No,977.5765274563,51074.2127413645
No,No,368.7680523646,45647.297609605
No,No,267.9593388263,46134.6226561867
No,Yes,503.1563883145,18728.2969360048
No,No,0,48523.3355536444
No,No,282.6028771411,56118.322399718
No,No,748.0570433387,47775.1808226916
No,No,494.6604960386,47035.7546779674
No,Yes,1135.217870663,19062.5968717997
No,No,707.8023302636,40140.8004546232
Yes,Yes,1954.3216891969,17137.4737238985
No,Yes,1282.3504094605,7230.0304708922
No,Yes,1219.9337508547,21765.3821156194
No,No,481.8804217323,44137.0795000152
No,No,409.4117491497,53624.4577497651
No,No,1157.2773467363,31369.4919406711
No,No,0,58825.6151260292
No,No,687.0691307379,34434.2182340633
No,No,1435.6629330318,31507.0892769087
No,No,188.544102041,49697.2317876452
No,No,1084.3874989557,34558.6157778435
No,No,644.6185907934,37452.0672064142
No,No,1345.5631307141,38602.1129816912
No,Yes,733.7194635335,27165.4799804705
No,Yes,744.1780148443,20773.627399272
No,No,0,29542.0253992459
No,Yes,1395.9618816456,23717.8511138612
Yes,No,1920.2423320564,57242.9834069871
No,No,538.4132679087,40773.9414587936
No,Yes,385.698262315,18352.4362518163
No,Yes,1350.7575768851,19692.9187842779
No,No,1567.7638560207,39201.2418579226
No,No,753.6868883482,42230.6477729661
No,No,72.3719533701,28717.9406215258
No,Yes,675.0360244067,21115.7931230146
No,Yes,980.1643500153,13713.5022348193
No,Yes,910.38360465,19163.8069881897
No,Yes,1262.8842991551,14340.5079413575
No,No,621.3127191863,39372.0771909379
No,No,643.4026386387,50208.8237204257
No,Yes,728.2592916645,13438.9855560242
No,No,459.2602276937,59731.2887824528
No,No,289.6166642426,49066.8336532824
No,Yes,784.746614098,11642.9222904291
No,Yes,712.5947732069,18441.0261223747
No,No,1096.0036012745,52030.9726046463
No,Yes,435.4855311434,19899.7545673387
No,No,688.0224701329,29019.8178882188
No,No,599.4283586138,36654.6481747663
No,No,68.7562944774,45811.7429439996
